CODIGO;DESCRICAO;CBO;NIVEL;SUBSIDIO
220002;AGENTE DE SEGURANCA I;517310;NI;N
220003;MAQUINISTA A;374210;NI;N
220005;MAQUINISTA OPERADOR DE TREM URBANO;782615;NI;N
220008;SUPERVISOR OPERACIONAL III - VALEC;910910;NI;N
220009;SUPERVISOR OPERACIONAL II - VALEC;910910;NI;N
220010;SUPERVISOR OPERACIONAL I - VALEC;910910;NI;N
221001;TECNICO DE ACOMP E CONTROLE I;311505;NI;N
221002;TECNICO DE ACOMPANHAMENTO E CONTROLE II;311505;NI;N
221003;TECNICO DE ACOMPANHAMENTO E CONTROLE III;311505;NI;N
221004;TECNICO DE ACOMPANHAMENTO E CONTROLE IV;311505;NI;N
221005;TECNICO DE ACOMPANHAMENTO E CONTROLE V;311505;NI;N
221006;TECNICO DE SEGURANCA I;351605;NI;N
221007;TECNICO DE SEGURANCA II;351605;NI;N
221008;TECNICO DE SEGURANCA III;351605;NI;N
221009;TECNICO DE SEGURANCA IV;351605;NI;N
221010;AJUDANTE DE MOVIMENTO;214925;NI;N
221012;DESENHISTA IV;318010;NI;N
243001;ASISTENTE ADMINISTRATIVO;0;NI;N
243002;ASSISTENTE ADMINISTRATIVO;0;NI;N
243003;ASSISTENTE ADMINISTRAIVO;0;NI;N
244003;ASSISTENTE ADMINISTRATIVO;0;NI;N
244004;ASSISTENTE ADMINISTRATIVO;0;NI;N
244005;ASSISTENTE ADMINISTRATIVO;0;NI;N
244006;ASSISTENTE ADMINISTRATIVO;0;NI;N
244007;ASSISTENTE ADMINISTRATIVO;0;NI;N
244008;ASSISTENTE ADMINISTRATIVO;0;NI;N
244009;ASSISTENTE ADMINISTRATIVO;0;NI;N
244010;AUXILIAR ADMINISTRATIVO;0;NI;N
244011;AUXILIAR ADMINISTRATIVO;0;NI;N
244012;AUXILIAR ADMINISTRATIVO;0;NI;N
244013;AUXILIAR ADMINISTRATIVO;0;NI;N
245001;TECNICO JUDICIAL II;411020;NI;N
250001;TECNICO EM GESTAO DE TELECOMUNICACOES;313315;NI;N
251001;CARGO - PCCS - TELEBRAS;252405;NI;N
252001;CARGO EM EXTINCAO;0;NI;N
337005;AUXILIAR TECNICO DE MANUTENCAO;337005;NI;N
377001;AUXILIAR DE PRODUCAO;515225;NI;N
377002;AUXILIAR DE CINEGRAFIA;373145;NI;N
377003;AUX DE ENFERMAGEM DO TRABALHO;322235;NI;N
377004;AUXILIAR DE OPERACAO;511210;NI;N
377005;AUX TECNICO DE MANUTENCAO;514310;NI;N
377006;COORDENADOR DE EXTERNA;373130;NI;N
377007;COORDENADOR DE PROGRAMACAO;373140;NI;N
377008;COORDENADOR DE TELEJORNAIS;253120;NI;N
377009;COORDENADOR DE TRAFEGO DE SINAIS;214340;NI;N
377010;COORDENADOR DE TRANSMISSAO;214340;NI;N
377011;DIRETOR DE IMAGENS;374425;NI;N
377012;EDITOR DE IMAGENS;374405;NI;N
377013;EDITOR DE POS PRODUCAO;374405;NI;N
377014;ILUMINADOR;372110;NI;N
377015;INTERPRETE DE SINAIS;261425;NI;N
377016;LOCUTOR;261715;NI;N
377017;LOCUTOR OPERADOR;261715;NI;N
377019;OPERADOR DE CAMERA;372115;NI;N
377020;OPERADOR DE CARACTERES;768610;NI;N
377021;OPERADOR DE CARACTERES INTERNACIONAIS;373135;NI;N
377022;OPERADOR DE CONTROLE MESTRE;373135;NI;N
377023;OPERADOR DE SISTEMAS;766145;NI;N
377024;OPERADOR DE TELEPROMPTER;373145;NI;N
377025;OPERADOR DE TRAFEGO DE FITAS;517220;NI;N
377026;OPERADOR DE TRANSMISSOR;373130;NI;N
377028;PRODUTOR DE PROGRAMACAO;374155;NI;N
377029;PROGRAMADOR MUSICAL;374155;NI;N
377030;PROGRAMADOR VISUAL;766155;NI;N
377031;REPORTER CINEMATOGRAFICO;261135;NI;N
377032;REPORTER FOTOGRAFICO;261820;NI;N
377033;SONOPLASTA;374150;NI;N
377034;SUPERVISOR DE OPERACOES;373225;NI;N
377035;SUPERVISOR TECNICO;373230;NI;N
377036;TECNICO DE ARQUIVO;415105;NI;N
377037;TECNICO DE PRODUCAO;391125;NI;N
377038;TECNICO EM SEGURANCA DO TRABALHO;351605;NI;N
377039;TEC DE SUPORTE EM COMUNICACAO;142325;NI;N
377040;TECNICO EM ADMINISTRACAO;351305;NI;N
377041;TECNICO EM CONTABILIDADE;351105;NI;N
377042;TECNICO EM INFORMATICA;317210;NI;N
377043;TECNICO EM MANUTENCAO;314405;NI;N
377044;TECNICO EM MANUTENCAO PREDIAL;514325;NI;N
377045;TECNICO EM PUBLICIDADE;253115;NI;N
377046;CINEGRAFISTA;372115;NI;N
377047;TECNICO EM COMUNICACAO MULTIMIDIA;266135;NI;N
402101;ASSISTENTE EM CIENC TECNOLOGIA 3 III;203205;NI;N
402102;ASSISTENTE EM CIENC TECNOLOGIA 3 II;203205;NI;N
402103;ASSISTENTE EM CIENC TECNOLOGIA 3 I;203205;NI;N
402104;ASSISTENTE EM CIENC TECNOLOGIA 2 VI;203205;NI;N
402105;ASSISTENTE EM CIENC TECNOLOGIA 2 V;203205;NI;N
402106;ASSISTENTE EM CIENC TECNOLOGIA 2 IV;203205;NI;N
402107;ASSISTENTE EM CIENC TECNOLOGIA 2 III;203205;NI;N
402108;ASSISTENTE EM CIENC TECNOLOGIA 2 II;203205;NI;N
402109;ASSISTENTE EM CIENC TECNOLOGIA 2 I;203205;NI;N
402110;ASSISTENTE EM CIENC TECNOLOGIA 1 VI;203205;NI;N
402111;ASSISTENTE EM CIENC TECNOLOGIA 1 V;203205;NI;N
402112;ASSISTENTE EM CIENC TECNOLOGIA 1 IV;203205;NI;N
402113;ASSISTENTE EM CIENC TECNOLOGIA 1 III;203205;NI;N
402114;ASSISTENTE EM CIENC TECNOLOGIA 1 II;203205;NI;N
402115;ASSISTENTE EM CIENC TECNOLOGIA 1 I;203205;NI;N
403015;CUX DE MANUTENCAO E SERV  OPERACIONAIS;514310;NI;N
403016;AUXILIAR DE SERVICOS GERAIS;763125;NI;N
403018;SECRETARIO;111220;NI;N
403019;AUXILIAR TECNICO;325105;NI;N
407002;ASSISTENTE EM CIENCIA E TECNOLOGIA;203205;NI;N
411018;TECNICO ADMINISTRATIVO;252105;NI;N
416001;AFINADOR DE INSTRUMENTOS MUSICAIS;742105;NI;N
416003;AUXILIAR DE CENOGRAFIA;262305;NI;N
416004;TELEFONISTA;422205;NI;N
416005;AUXILIAR DE FIGURINO;512210;NI;N
416006;AUXILIAR DE SAUDE;322230;NI;N
416007;AUXILIAR DE TOPOGRAFIA;312320;NI;N
416008;AUXILIAR DE VETERINARIA E ZOOTECNICA;519305;NI;N
416009;BOMBEIRO;517110;NI;N
416010;CONTRAMESTRE-OFICIO;760105;NI;N
416011;CURVADOR DE TUBOS DE VIDRO-HIALOTECNICO;752120;NI;N
416012;DATILOGRAFO;412105;NI;N
416013;DETONADOR;711120;NI;N
416014;DIGITADOR;412110;NI;N
416015;DISCOTECARIO;374145;NI;N
416016;ELETRICISTA-AREA;715615;NI;N
416017;ENCADERNADOR;768705;NI;N
416018;FOTOGRAFO;261805;NI;N
416019;FOTOGRAVADOR;766145;NI;N
416020;FRESADOR;721410;NI;N
416021;GUARDA FLORESTAL;352205;NI;N
416022;IMPOSITOR;766205;NI;N
416023;IMPRESSOR;766205;NI;N
416024;LABORATORISTA-AREA;324205;NI;N
416025;LINOTIPISTA;768610;NI;N
416026;MANDRILADOR;721215;NI;N
416027;MECANICO-AREA;725410;NI;N
416029;OPERADOR DE CALDEIRA;724405;NI;N
416030;OPERADOR DE CENTRAL HIDRELETRICA;861105;NI;N
416031;OPERADOR DE DESTILARIA;811425;NI;N
416032;OPERADOR DE ESTACAO DE TRAT DAGUA;862305;NI;N
416033;OPERADOR DE MAQ FOTOCOMPOSITORAS;766145;NI;N
416034;OPERADOR DE TELE-IMPRESORA;766230;NI;N
416035;PLAINADOR DE METAIS;721215;NI;N
416036;REVISOR DE PROVAS TIPOGRAFICAS;766145;NI;N
416037;TIPOGRAFO;768605;NI;N
416038;TORNEIRO MECANICO;721215;NI;N
416039;VIDREIRO;823215;NI;N
416040;VIGILANTE;517330;NI;N
416041;ADERECISTA;791105;NI;N
416042;ADMINISTRADOR DE EDIFICIOS;510110;NI;N
416043;ASSISTENTE DE ALUNOS;334110;NI;N
416044;ASSISTENTE DE DIRECAO DE ARTES CENICAS;622220;NI;N
416045;ASSISTENTE DE PROD DE ARTES CENICAS;262120;NI;N
416046;CAMAREIRO DE ESPETACULOS;513310;NI;N
416047;CENOTECNICO;374205;NI;N
416048;CONFECCIONADOR DE INSTRUMENTOS MUSICAIS;742110;NI;N
416049;CONTRA REGRA;261910;NI;N
416050;COSTUREIRO DE ESPETACULO-CENARIO;763010;NI;N
416051;DATILOGRAFO DE TEXTOS GRAFICOS;766120;NI;N
416052;ELETRICISTA DE ESPETACULOS;715605;NI;N
416053;LOCUTOR;261715;NI;N
416054;MAQUINISTA DE ARTES CENICAS;374215;NI;N
416055;MESTRE OFICIO;341210;NI;N
416056;OPERADOR DE GERADOR DE CARACTERES;373135;NI;N
416057;OPERADOR DE LUZ;861110;NI;N
416058;OPERADOR DE RADIO TELECOMUNICOES;372210;NI;N
416059;PROGRAMADOR DE RADIO E TELEVISAO;373140;NI;N
416060;RECREACIONISTA;371410;NI;N
416061;SONOPLASTA;374150;NI;N
416062;ALMOXARIFE;414105;NI;N
416063;AUXILIAR TECNICO DE PROCES DADOS;212405;NI;N
416064;INSTRUMENTADOR CIRURGICO;322225;NI;N
416066;AUXILIAR DE ENFERMAGEM;322230;NI;N
416067;TAXIDERMISTA;328110;NI;N
416068;TECNICO EM ANATOMIA E NECROPSIA;328105;NI;N
416069;TECNICO EM AQUICULTURA;321305;NI;N
416070;TECNICO EM AUDIOVISUAL;373130;NI;N
416071;TECNICO EQUIP MEDICO ODONTOLOGICO;314110;NI;N
416072;TECNICO EM ESTATISTICA;424125;NI;N
416073;TECNICO EM HERBAREO;395110;NI;N
416075;TECNICO EM OTICA;322305;NI;N
416076;TECNICO EM PSICULTURA;321305;NI;N
416077;TECNICO EM RESTAURACAO;262415;NI;N
416078;TECNICO EM SOM;373130;NI;N
416079;TECNICO EM TELEFONIA;313315;NI;N
416080;TRANSCRITOR DE SISTEMA BRAILLE;351510;NI;N
416081;OPERADOR DE MAQUINAS AGRICOLAS;641010;NI;N
416082;PORTEIRO;517410;NI;N
416083;CONTINUO;412205;NI;N
416084;RECEPCIONISTA;422105;NI;N
416085;ASCENSORISTA;514105;NI;N
416087;OPERADOR DE MAQUINA COPIADORA;415130;NI;N
416088;AUXILIAR DE BIBLIOTECA;371105;NI;N
416089;AUXILIAR EM ASSUNTOS EDUCACIONAIS;239410;NI;N
416090;ENCANADOR BOMBEIRO;724110;NI;N
416091;COZINHEIRO;513205;NI;N
417002;CINEGRAFISTA;372115;NI;N
417003;DESENHISTA-PROJETISTA;318505;NI;N
417004;DESENHISTA TECNICO-ESPECIALIDADE;318005;NI;N
417005;EDITOR DE VIDEO-TAPE;374405;NI;N
417006;JORNALISTA DIAGRAMADOR;261125;NI;N
417007;MONTADOR DE FILME;374420;NI;N
417008;OPERADOR DE CAMERA DE TELEVISAO;372115;NI;N
417009;OPERADOR DE MESA DE CORTE;724440;NI;N
417011;REVISOR DE TEXTOS BRAILLE;239225;NI;N
417012;TECNICO EM AEROFOTOGRAMETRIA;261805;NI;N
417013;TECNICO EM AGRIMENSURA;312305;NI;N
417014;TECNICO EM AGROPECUARIA;321110;NI;N
417015;TECNICO EM ALIMENTOS E LATICINIOS;325205;NI;N
417016;TECNICO EM ARQUIVO;371210;NI;N
417017;TECNICO EM ARTES GRAFICAS;371310;NI;N
417018;TECNICO EM CARTOGRAFIA;318110;NI;N
417019;TECNICO EM CINEMATOGRAFIA;373130;NI;N
417020;TECNICO EM CONTABILIDADE;351105;NI;N
417021;TECNICO EM CURTUME E TANAGEM;311115;NI;N
417022;TECNICO EM ECONOMIA DOMESTICO;251610;NI;N
417023;TECNICO EM EDIFICACOES;312105;NI;N
417024;TECNICO EM EDUCACAO FISICA;224135;NI;N
417025;TECNICO EM ELETRICIDADE;313130;NI;N
417026;TECNICO EM ELETROMECANICA;300305;NI;N
417027;TECNICO EM ELETRONICA;313215;NI;N
417028;TECNICO EM ELETROTECNICA;313105;NI;N
417029;TECNICO EM EMFERMAGEM;322205;NI;N
417030;TECNICO EM ENFERMAGEM DO TRABALHO;322215;NI;N
417031;TECNICO EM ENOLOGIA;325005;NI;N
417032;TECNICO EM ESTRADAS;312205;NI;N
417033;TECNICO EM FARMACIA;325115;NI;N
417034;TECNICO EM GEOLOGIA;316110;NI;N
417035;TECNICO EM HIGIENE DENTAL;322405;NI;N
417036;TECNICO EM HIDROLOGIA;312315;NI;N
417040;TECNICO EM MECANICA;314105;NI;N
417041;TECNICO EM METALURGIA;314620;NI;N
417042;TECNICO EM METEOROLOGIA;311510;NI;N
417043;TECNICO EM MINERACAO;316305;NI;N
417044;319205O EM MOVEIS E ESQUADRIAS;319205;NI;N
417045;TECNICO EM MUSICA;262610;NI;N
417046;TECNICO EM NUTRICAO E DIETETICA;325210;NI;N
417047;TECNICO EM ORTOPTICA;322305;NI;N
417048;TECNICO EM PROTESE DENTARIA;322420;NI;N
417049;TECNICO EM QUIMICA;311105;NI;N
417050;TECNICO EM RADIOLOGIA;324115;NI;N
417051;TECNICO EM REABILITACAO OU FISIOTERAPIA;322505;NI;N
417052;TECNICO EM REF AR CONDICIONADO;314115;NI;N
417053;TECNICO EM SANEAMENTO;312210;NI;N
417054;TECNICO EM SECRETARIADO;351505;NI;N
417055;TECNICO EM SEGURANCA DO TRABALHO;351605;NI;N
417056;TECNICO SUP DE SISTEMAS COMPUTACIONAIS;317210;NI;N
417057;TECNICO EM TELECOMUNICACAO;313315;NI;N
417058;TRADUTOR INTERPRETE DE LINGUAGEM SINAIS;261425;NI;N
417059;VISITADOR SANITARIO;515120;NI;N
420006;ARRAIS - PATRAO;341215;NI;N
420007;CONSERV DE PESCADO-PRIMEIRO GELADO;631405;NI;N
420008;CONTRAMESTRE FLUVIAL;782705;NI;N
420009;CONTRAMESTRE MARITIMO;341205;NI;N
420010;MESTRE DE EMBARCACOES DE PEQUENO PORTE;341215;NI;N
420016;ELETRICISTA DE EMBARCACAO;953110;NI;N
420017;SEGUNDO CONDUTOR;215215;NI;N
420018;CONDUTOR MOTORISTA FLUVIAL;341305;NI;N
420021;COZINHEIRO MARIT DE EMBARCACOES;513225;NI;N
420022;TAIFEIRO FLUVIAL;511115;NI;N
420023;TAIFEIRO MARITIMO;10315;NI;N
420026;MESTRE DE REDES;761303;NI;N
420027;MECANICO;919205;NI;N
420028;REDEIRO;768120;NI;N
421034;TECNICO ADMINISTRATIVO;351305;NI;N
421036;AGENTE DE ATIV MARITIMAS FLUVIAIS;342120;NI;N
421037;AGENTE DE ATIV AGROPECUARIAS;321110;NI;N
421038;AGENTE DE MECANIZACAO DE APOIO;222105;NI;N
421039;AGENTE DE PORTARIA;517415;NI;N
421040;AGENTE DE SERV COMPLEMANTARES;512105;NI;N
421041;AGENTE DE SERV DE ENGENHARIA;312105;NI;N
421042;AGENTE DE TELEC ELETRICIDADE;313130;NI;N
421043;AGENTE DE TRANSP MARITMO E FLUVIAL;141605;NI;N
421044;AGENTE DE VIGILANCIA;517330;NI;N
421045;ARTIFICE DE AERONAUTICA;914105;NI;N
421046;ARTIFICE;914305;NI;N
421047;VIGILANTE;517330;NI;N
421048;ARTIFICE DE ARTES GRAFICAS;760605;NI;N
421049;ARTIFICE DE CARPINT E MARCENARIA;715505;NI;N
421050;ARTIFICE DE ELET E COMUNICACOES;951105;NI;N
421051;ARTIF DE EST DE OBRAS E METALURGIA;732130;NI;N
421052;ARTIFICE DE MECANICA;721215;NI;N
421058;AUXILIAR DE ENFERMAGEM;322230;NI;N
421059;AUXILIAR DE SERVICOS GERAIS;763125;NI;N
421060;AUXILIAR OPERAC DE SERV DIVERSOS;411045;NI;N
421061;AUXILIAR TECNICO;325105;NI;N
421062;COMANDANTE DE AERONAVE;215305;NI;N
421063;DATILOGRAFO;412105;NI;N
421064;DESENHISTA;318010;NI;N
421068;OPERADOR DE JATO ABRASIVO;821435;NI;N
421070;RADIOTELEGRAFISTA;372210;NI;N
421071;TAQUIGRAFO;351510;NI;N
421074;TECNICO AGRIMENSURA;312305;NI;N
421077;TECNICO DE CONTABILIDADE;351105;NI;N
421078;TECNICO DE ARQUIVO;415105;NI;N
421079;TECNICO EM AGROPECUARIA;321110;NI;N
421080;TECNICO EM CADASTRO;312310;NI;N
421084;TECNICO RADIOLOGIA;324115;NI;N
421085;TELEFONISTA;422205;NI;N
421086;TOPOGRAFO;312320;NI;N
421087;TRADUTOR;261420;NI;N
422078;AUX DE ENFERMAGEM - NI (24H-DECJUD);322230;NI;N
422200;ADERECISTA;791105;NI;N
422201;ADMINISTRADOR DE EDIFICIOS;510110;NI;N
422202;ADMINISTRADOR DE POSTO;252105;NI;N
422204;AGENTE AUX DE SAUDE PUBLICA;352210;NI;N
422206;AGENTE DE ABASTECIMENTO;311515;NI;N
422207;AGENTE DE ATIV AGROPECUARIAS;321110;NI;N
422208;AGENTE DE COLOCACAO;712210;NI;N
422209;AGENTE DE COMERCIALIZACAO DO CAFE;354610;NI;N
422210;AGENTE DE COMUNICACAO SOCIAL;142310;NI;N
422211;AGENTE DE DEFESA FLORESTA;352205;NI;N
422212;AGENTE DE HIGIENE E SEG NO TRABALHO;351605;NI;N
422213;AGENTE DE MECANIZACAO DE APOIO;222105;NI;N
422214;AGENTE DE PORTARIA;517415;NI;N
422215;AGENTE DE PORTARIA IN 30 74 30 HORAS;517415;NI;N
422216;AGENTE DE PROGRAMAS ASSISTENCIAIS;251605;NI;N
422217;AGENTE DE SAUDE;515105;NI;N
422218;AGENTE DE SAUDE PUBLICA;352210;NI;N
422219;AGENTE DE SERV COMPLEMENTARES;514320;NI;N
422220;AGENTE DE SERV DE ENGENHARIA;312105;NI;N
422221;AGENTE DE SERVICOS GERAIS;512105;NI;N
422222;AGENTE DE TELECOMUNIC E ELETRICIDADE;313130;NI;N
422223;AGENTE DE TRANSP MARITIMO E FLUVIAL;141605;NI;N
422224;AGENTE DE VIGILANCIA;517330;NI;N
422225;AGENTE EM ATIV MARITIMAS E FLUVIAIS;342120;NI;N
422226;AG INSP SANIT E IND PROD ORIG ANIMAL;223305;NI;N
422227;AG OPERAC DE TELEC E ELETRICIDADE;861110;NI;N
422228;ALMOXARIFE;414105;NI;N
422229;ALMOXARIFE TECNICO;414105;NI;N
422230;ARMAZENISTA;414110;NI;N
422231;ARQUIVISTA DE TAPES;261305;NI;N
422232;ARTIFICE;914305;NI;N
422233;ARTIFICE DE ARTES GRAFICAS;760605;NI;N
422234;ARTIF DE CARPINT E MARCENARIA;771105;NI;N
422235;ARTIF DE CONF DE ROUPAS E UNIFORMES;763125;NI;N
422236;ARTIFICE DE ELETRIC E COMUNICACOES;951105;NI;N
422237;ARTIF DE ESTRUT DE OBRAS E METALURGIA;732130;NI;N
422238;ARTIF DE MANUTENCAO DE VEICULOS;914405;NI;N
422239;ARTIFICE DE MECANICA;721215;NI;N
422240;ARTIFICE DE MUNICAO DE PIROTECNICA;812105;NI;N
422241;ARTIF ESPEC DE ELETR E COMUNICACOES;951105;NI;N
422242;ARTIF ESPEC DE ESTR DE OB METALURGIA;314615;NI;N
422243;ARTIFICE ESPECIALIZADO;714305;NI;N
422244;ARTIF ESPECIALIZADO DE CARP MARCENARIA;715505;NI;N
422245;ARTIF ESPECIALIZADO DE MECANICA;314110;NI;N
422247;ASSISTENTE DE ALUNOS;334110;NI;N
422251;ASSIST DE CONTABILIDADE DE FINANCAS;351105;NI;N
422253;ASSISTENTE DE EDUCACAO;332105;NI;N
422254;ASSISTENTE EM CIENCIA E TECNOLOGIA;203205;NI;N
422255;ASSISTENTE ESTUDIO;374210;NI;N
422258;ATENDENTE;421105;NI;N
422259;ATENDENTE DE ENFERMAGEM;515110;NI;N
422260;AUDITOR AUXILIAR;252205;NI;N
422265;AUXILIAR DE ARTIFICE;768305;NI;N
422266;AUXILIAR DE CONTABILIDADE;413110;NI;N
422267;AUXILIAR DE DIVULGACAO;354820;NI;N
422268;AUXILIAR DE ENFERMAGEM;322230;NI;N
422269;AUXILIAR DE ESTATISTICA;411035;NI;N
422270;AUXILIAR DE HIGIENE DENTAL;322415;NI;N
422271;AUXILIAR DE LABORATORIO;766405;NI;N
422272;AUX DE PROCESSAMENTO DE DADOS;412110;NI;N
422273;AUXILIAR DE RECREACAO;371410;NI;N
422274;AUXILIAR DE REDACAO;261115;NI;N
422275;AUXILIAR DE SANEAMENTO;717020;NI;N
422276;AUX DE SERVICOS DATILOGRAFICOS;413105;NI;N
422277;AUX DE SERVICOS DIVERSOS;411045;NI;N
422278;AUXILIAR DE SERVICOS GERAIS;763125;NI;N
422280;AUXILIAR EM ASSUNTOS EDUCACIONAIS;239410;NI;N
422281;AUXILIAR EM DOCUMENTACAO III;261210;NI;N
422282;AUX OPERAC DE SERV DIV DE SAUDE;515105;NI;N
422283;AUX OPERAC SERVICOS DIVERSOS;411045;NI;N
422284;AUX TECNICO DA PRODUCAO A;391125;NI;N
422285;AUX TECNICO DA PRODUCAO B;391125;NI;N
422286;AUXILIAR TECNICO DE CONTROLE;391215;NI;N
422287;AUX TECNICO DE MANUTENCAO;514310;NI;N
422288;AUXILIAR TECNICO DE PESQUISA;142335;NI;N
422289;CARPINTEIRO;715505;NI;N
422290;CARTOGRAFO;214810;NI;N
422291;COMANDANTE DE NAVIO;215115;NI;N
422292;COMPRADOR;354205;NI;N
422293;CONDUTOR DE LANCHA;341230;NI;N
422294;CONTINUO;412205;NI;N
422295;CONTRA REGRA;261910;NI;N
422296;CONTRAMESTRE;760105;NI;N
422297;CONTRAMESTRE FLUVIAL;782705;NI;N
422298;CONTROLADOR DE PROCESSAMENTO;414210;NI;N
422299;COPEIRO;513425;NI;N
422300;DATILOGRAFO;412105;NI;N
422301;DESENHISTA;318010;NI;N
422302;DIAGRAMADOR;766120;NI;N
422303;DIGITADOR;412110;NI;N
422304;DISTRIBUIDOR;141405;NI;N
422305;DIVULGADOR SANITARIO;515120;NI;N
422306;ECONOMO;410220;NI;N
422307;EDITOR DE VIDEO CASSETE;374405;NI;N
422308;EDITOR DE VIDEO TAPE;374405;NI;N
422309;ENCARREGADO DE TRAFEGO;511205;NI;N
422311;ESPECIALISTA DE NIVEL MEDIO;314205;NI;N
422312;EXECUTOR DE TEXTO;261130;NI;N
422313;FITOTECARIO;415120;NI;N
422314;GUARDA DE ENDEMIAS;515140;NI;N
422315;IDENTIFICADOR DATILOSCOPICO;351815;NI;N
422316;ILUMINADOR;372110;NI;N
422317;IMPRESSOR;766205;NI;N
422318;INSPETOR DE SANEAMENTO;352210;NI;N
422319;INSP DE SEGURANCA FISICA E PATRIMONIO;510310;NI;N
422320;INSTRUMENTISTA;313205;NI;N
422321;INSTRUTOR;233205;NI;N
422325;MECANICO;919205;NI;N
422326;MECANICO DE REFRIGERACAO;725705;NI;N
422327;MECANICO DE VEICULO;914405;NI;N
422328;MESTRE;341210;NI;N
422329;MESTRE DE LANCHA;341210;NI;N
422330;METROLOGISTA;352305;NI;N
422331;MICROSCOPISTA;201110;NI;N
422332;MONITOR DE SAUDE;415310;NI;N
422334;MOTORISTA FLUVIAL;341305;NI;N
422336;OFICIAL DE CONSTRUCAO CIVIL;710205;NI;N
422337;OFICIAL DE PREVIDENCIA;111405;NI;N
422344;OPERADOR DE GERADOR DE CARACTERES;373135;NI;N
422345;OPERADOR DE MAQUINA COPIADORA;415130;NI;N
422346;OPERADOR DE TELEX;412115;NI;N
422347;OPERADOR MICROGRAFICO A;314620;NI;N
422348;OPERADOR MICROGRAFICO B;314620;NI;N
422349;PEDREIRO;715210;NI;N
422350;PERFURADOR DIGITADOR;412110;NI;N
422351;PINTOR DE CENARIO;262405;NI;N
422352;PROFESSOR DE 1 E 2 GRAUS;231205;NI;N
422353;PROFESSOR DE 1 GRAU;231205;NI;N
422354;PROFESSOR DE PRATICAS EDUCATIVAS;239415;NI;N
422356;RECEPCIONISTA;422105;NI;N
422357;RECREADOR;371410;NI;N
422358;SCHEDULLER;214205;NI;N
422359;SECRETARIO;111220;NI;N
422360;TAQUIGRAFO;351510;NI;N
422361;TEC DE PROG OP DE DEF AEREA CONT TRAFEGO;342505;NI;N
422363;TECNICO ARTES GRAFICAS;371310;NI;N
422364;TECNICO DE ARQUIVO;415105;NI;N
422365;TECNICO DE CONTABILIDADE;351105;NI;N
422366;TECNICO DE CONTROLE DE PRODUCAO;391220;NI;N
422367;TECNICO DE ESTERELIZACAO;322205;NI;N
422370;TECNICO DE NIVEL MEDIO;351505;NI;N
422371;TECNICO DE OPERACOES;313315;NI;N
422372;TECNICO DE PROCESSAMENTO;316315;NI;N
422373;TECNICO DE PROCES DE DADOS;212405;NI;N
422374;TECNICO DE REFRIGERACAO;314115;NI;N
422376;TECNICO DO TESOURO NACIONAL;254110;NI;N
422377;TECNICO EM ARQUIVO;371210;NI;N
422378;TECNICO EM CADASTRO;312310;NI;N
422379;TECNICO EM CARTOGRAFIA;318110;NI;N
422381;TECNICO EM DOCUMENTACAO;371110;NI;N
422383;TECNICO EM MANUTENCAO;314405;NI;N
422386;TECNICO EM RADIOLOGIA;324115;NI;N
422387;TECNICO EM RADIOLOGIA 24 HORAS;324115;NI;N
422388;TECNICO EM RECURSOS MINERAIS;316305;NI;N
422389;TECNICO EM SECRETARIADO;351505;NI;N
422390;TECNICO EM ENFERMAGEM;322205;NI;N
422393;TECNICO ESTATISTICA;424125;NI;N
422394;TECNICO MANUT DE VIDEO TAPE;314405;NI;N
422395;TECNICO MATERIAL;391135;NI;N
422396;TECNICO MICROGRAFICO;314620;NI;N
422397;TECNICO OPERACIONAL;391230;NI;N
422398;TECNICO PESQUISA;395110;NI;N
422399;TECNICO PROJETISTA;318805;NI;N
422400;TECNICO RADIOLOGIA;324115;NI;N
422401;TECNOLOGISTA;203305;NI;N
422402;TELEFONISTA 30 HORAS;422205;NI;N
422403;TELEFONISTA 40 HORAS;422205;NI;N
422404;TELEFONISTA RECEPCIONISTA;422105;NI;N
422405;TELEGRAFISTA;372210;NI;N
422406;TOPOGRAFO;312320;NI;N
422407;TRADUTOR;261420;NI;N
422408;VIGIA;517420;NI;N
422409;VIGILANTE;517330;NI;N
422410;VISITADOR SANITARIO;515120;NI;N
422411;SUPERVISOR - PRESIDENCIA DA REPUBLICA;111405;NI;N
422412;RADIOFONIA - DEC JUD;422220;NI;N
424035;ADJUNTO DE ADMINISTRACAO;252105;NI;N
424038;AGENTE DE MECANIZACAO DE APOIO;222105;NI;N
424039;AGENTE DE SAUDE PUBLICA;352210;NI;N
424040;AUXILIAR DE LABORATORIO;766405;NI;N
424041;AUXILIAR DE MATERNIDADE;322205;NI;N
424042;AUXILIAR DE METEOROLOGIA;311510;NI;N
424050;AUXILIAR DE SETOR TECNICO;411045;NI;N
424053;AUXILIAR SOCIAL;351810;NI;N
424054;DIRETOR DE UNIDADE ESCOLAR;131310;NI;N
424055;ESCREVENTE DATILOGRAFO;412105;NI;N
424056;FISCAL DE TRACAO;342405;NI;N
424060;INSPETOR DE PREVIDENCIA;254205;NI;N
424069;OFICIAL DE FARMACIA;325115;NI;N
424072;ARTIFICE DE EST DE OBRAS E METALURGIA;732130;NI;N
424073;ARTIFICE DE MECANICA;721215;NI;N
424074;ARTIFICE DE ELETRIC E COMUNICACOES;951105;NI;N
424075;ARTIFICE DE CARPINTARIA E MARCENARIA;715505;NI;N
424076;ARTIFICE DE ARTES GRAFICAS;760605;NI;N
